subject_id,label,source_file,channel,window_index,start_s,end_s,annotation_event,annotation_stage,annotation_location,signal_transform,n_samples,duration_s,mean,std,min,max,ptp,rms,line_length,zero_crossing_rate,sample_entropy,skewness,kurtosis,hjorth_mobility,hjorth_complexity,bp_delta,rel_bp_delta,bp_theta,rel_bp_theta,bp_alpha,rel_bp_alpha,bp_beta,rel_bp_beta,rectified_mean,rectified_std,envelope_mean,envelope_std,envelope_cv,burst_fraction,burst_rate_hz,p95_abs,ratio_theta_beta,ratio_alpha_beta,ratio_alpha_delta,relative_time_quantile,time_match_rank,evt_active_fraction,evt_burst_duration_median_s,evt_interburst_gap_median_s
brux2,bruxism,brux2.edf,EMG1-EMG2,89,22710.0,22740.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,0.0002245313851162267,6.194432192334011e-06,-7.602624752021975e-05,1.1993769470404985,1.0922047702149684,6.194432197393502e-06,1.6538678679613974,1.3687002652519888,1.379818898339571,0.2859798904304906,41.37536945684947,1.329285533939054,1.1627570995209575,6.573920422897452e-10,0.0773723150022624,6.68858533450672e-10,0.078721873422507,5.396060384006547e-10,0.0635093911919561,6.518109807316021e-09,0.7671544721995771,1.1846413157900133,1.7743500838248967,1.1854956795588962,1.9549127310024992,0.5392364726840716,0.0563802083333333,8.066666666666666,1.4419050270680636,0.1026154135513237,0.0827856624622974,0.820828369812885,0.8090909090909091,9,0.9190104166666667,1.125,0.1171875
brux2,bruxism,brux2.edf,EMG1-EMG2,99,24990.0,25020.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,-0.0010431767892568273,4.199526854207897e-06,-8.240500534106516e-05,2.333333333333334,1.743164630598798,4.199526977435154e-06,0.19599624660286077,0.40318302387267885,1.5579603030638869,1.4571688960304257,129.88462924004452,1.4197179208119248,1.1247429893395413,1.7279155160424593e-12,0.0011415148490293,2.1600127205594456e-11,0.0142697173080439,8.907694613007666e-11,0.0588470071422002,1.396338594958848e-09,0.9224647997079072,0.13052570434800045,0.41362604938818054,0.13025439186738302,0.6583771167602898,0.46822454228600674,0.0403645833333333,6.4,-0.24246898835346076,0.0154691185100638,0.0637932278400582,51.55167906246628,0.9,10,0.8104166666666667,0.716796875,0.1171875
n1,control,n1.edf,EMG1-EMG2,6,7740.0,7770.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-0.00016493386748059685,3.452107331203103e-06,-1.5383441434566955e-05,-0.0511478973626739,-0.14416993774759534,3.4521073352387e-06,2.411872493794214,-1.1641337386018251,2.237377714986576,-0.09069765779109,0.1066836082757305,0.676013135482448,1.2732838806099718,1.7083887325755489e-12,0.0002140763127974,2.2008449809907976e-11,0.0027578546356898,1.1829653608266826e-10,0.0148236088065942,7.823067925923132e-09,0.9803000361756956,1.2516277709740664,0.7448577458374596,1.2494706210461926,-0.014459538574450285,-1.1968340832756967,0.1602864583333333,39.766666666666666,1.3995041142417384,0.0028132760725468,0.0151215018459281,69.24450731088916,0.109090909090909,1,0.9998046875,29.994140625,3.0
n1,control,n1.edf,EMG1-EMG2,11,11760.0,11790.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,1.7884395268982828e-05,2.417556600543316e-06,-1.666539488744754e-05,0.0511478973626739,0.018534821323880346,2.4175566258410826e-06,0.6620694748393429,-0.1854103343465047,2.073599078092064,-0.0135177537128569,1.7785539981058165,0.7182006546932922,1.2434523688948,3.703835889480999e-12,0.0011469282395583,4.217233626716206e-11,0.0130590676358876,1.1235381220175131e-10,0.0347914334979579,3.065853178207249e-09,0.9493707856798296,0.3299367071323227,0.23799537078032215,0.3296404681519057,0.19056857676614497,-0.07591137075016846,0.1400390625,35.766666666666666,0.3930909665408168,0.0137554976757961,0.0366468339059373,30.334446653222248,0.2,2,0.9880208333333333,6.546875,0.087890625
n1,control,n1.edf,EMG1-EMG2,16,19470.0,19500.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.0002801888592140478,3.498114829924062e-06,-5.594811140785958e-05,7.190992230005782,6.904371512368819,3.4981148834668366e-06,0.4789723676715333,0.1854103343465021,0.4802549743587149,0.1681425070708816,32.26728965748271,0.7477383087634472,1.2288551563224512,8.139460446229658e-12,0.0022461899543662,6.215598699344706e-11,0.0171527528772587,8.890280053679846e-11,0.0245338838857904,3.455945411225068e-09,0.9537130767835696,0.1747450429592624,1.7214885375742246,0.1753713899378003,1.7396372976669237,5.61779000455452,0.0979166666666666,20.4,1.5093744432905918,0.0179852340235356,0.025724596299478,10.922443953638206,0.2909090909090909,3,0.3630859375,2.775390625,0.1357421875
n1,control,n1.edf,EMG1-EMG2,20,22140.0,22170.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.00027621454915422583,1.755233416107785e-05,-0.0001068073287466,20.82889713504116,17.903972618246765,1.7552334171610594e-05,23.03119813157616,1.5957446808510591,0.8230010762258188,-0.1548956901487191,5.363914029646391,0.7843611299251462,1.185467543703565,4.885400926631898e-09,0.0318128954269397,6.336726007011847e-09,0.0412636761726775,6.962924377202634e-09,0.0453413728789607,1.3478402952507064e-07,0.8776905520953402,9.334200144206278,12.463020623379968,9.331570737751138,8.447031861240465,2.7512862644081166,0.1338541666666666,31.4,18.452349345645853,0.0470139231579597,0.0516598620900222,1.4252513727676852,0.3636363636363636,4,1.0,30.0,3.0
n1,control,n1.edf,EMG1-EMG2,25,24090.0,24120.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.0005782621136970731,1.3922736396972866e-06,-8.729492560091568e-06,-1.0052131168966119,-1.1894072292313236,1.3922739371649855e-06,-0.9653928897489916,0.48936170212765895,2.1613528396106854,0.0052545789368638,1.549238518149533,0.7354736369408335,0.0,1.7639327067768624e-12,0.0014407713329901,1.7983664043160647e-11,0.0146889660336621,8.857851485345717e-11,0.0723504839098404,1.1151962782924864e-09,0.9108866921329446,-0.4330474725524315,-0.447055023585351,-0.43283049876049945,-0.1996086985973939,-0.8031659167243032,0.1405598958333333,36.86666666666667,-0.6755110714787842,0.0161260079442661,0.0794286320512857,50.21649324441171,0.4545454545454545,5,0.7919270833333333,0.6611328125,0.11328125
n1,control,n1.edf,EMG1-EMG2,30,24630.0,24660.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-0.0007412088261477746,9.116436080650252e-07,-1.1873330789774896e-05,-0.7969235000941323,-0.8105927707686765,9.116436999708066e-07,-2.017530834310749,-0.8358662613981749,2.1630002864412843,-0.6021339001868029,12.37713868602029,0.0,0.0,9.96983734835282e-13,0.0020837737710016,1.5991566877303448e-11,0.0334236221232319,3.4454711619722416e-11,0.0720130347687805,4.26501370719306e-10,0.8914211321089961,-0.8451224124694303,-0.7094004051460272,-0.8442829953592971,-0.13222666138055172,0.6451968736573269,0.1091796875,27.633333333333333,-1.2822019977688899,0.0374947608030737,0.0807845272844343,34.5589505784815,0.5454545454545454,6,0.058333333333333334,1.75,3.0
n1,control,n1.edf,EMG1-EMG2,35,27330.0,27360.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.00012121645682313782,7.84511912053085e-06,-9.562616255458973e-05,12.732107374199913,13.066970129077466,7.845119133613738e-06,4.974406774360774,1.4984802431610877,0.7744132032792357,-0.2049699691281827,24.690780566105744,0.8023542236107098,1.1733499809154102,3.377406863593629e-09,0.066960849507199,5.5749149161226655e-09,0.110528892073349,2.9212571744859997e-09,0.0579171743094196,3.855897082718157e-08,0.7644745057348948,1.9145650414200055,5.7125960459328295,1.9144850854665705,4.771611584587173,6.93784046297306,0.07890625,13.933333333333334,6.497298900374908,0.1445815278916291,0.0757607662190688,0.8649408532846182,0.6363636363636364,7,0.9591796875,0.744140625,0.1083984375
n1,control,n1.edf,EMG1-EMG2,39,30000.0,30030.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-0.0005504419432786447,1.405753312538498e-06,-1.886302937809996e-05,0.9947868831033883,0.6619319737251369,1.4057533295330515e-06,-1.0346071102510084,1.4133738601823644,2.054909189088338,-0.1592096274449307,17.22630323937909,0.7355434964753343,0.0,1.0419709638650586e-12,0.0009350752459115,1.979088232406194e-11,0.0177605372872699,7.805796321216509e-11,0.0700500030012538,1.0126647401751602e-09,0.9087755453690668,-0.49534152885100347,-0.3603988841617547,-0.49480167108877704,-0.08632165755640697,-0.04731060062334307,0.1290364583333333,34.666666666666664,-0.71779800223111,0.0195433706131001,0.0770817429652616,74.91376047814138,0.7090909090909091,8,0.7850260416666667,0.5751953125,0.18359375
n1,control,n1.edf,EMG1-EMG2,44,32340.0,32370.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-5.3653185806936185e-05,1.6710909196175778e-06,-6.4405423982064535e-06,-1.135006016647859,-1.454843204127369,1.6710909427749616e-06,-0.4789723676715333,-0.5927051671732504,2.258420048454102,0.0959379857175282,0.2674639782731889,0.7081063506605941,1.2861761133842688,1.4382059544601426e-12,0.0007249386086273,1.6035702841194643e-11,0.0080829175195711,4.4119286331786215e-11,0.0222386605672222,1.922306373368994e-09,0.9689530928056233,-0.1747450429592626,-0.32213108855413825,-0.1753713899378003,-0.2861314274855875,-1.4465456584094039,0.1574869791666666,40.43333333333333,-0.39309096654081704,0.0083419079618878,0.0229512251236329,30.676612202142643,0.8,9,0.997265625,14.958984375,0.08203125
n1,control,n1.edf,EMG1-EMG2,49,33720.0,33750.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-1.7884395268982777e-05,1.6613801326268232e-06,-1.692067729387281e-05,-0.07491676982685201,-0.018534821323880648,1.661380162294167e-06,-0.7812228315434642,-1.5410334346504495,2.184399089569959,-0.2344138411662468,4.870514204446607,0.7069759013764982,1.2638883858506336,1.3339395298292577e-12,0.0008350384846616,1.4538808214906464e-11,0.0091012104440113,3.5498766703782576e-11,0.0222220240819144,1.5444419815486515e-09,0.966811810491341,-0.2587878913375812,-0.23799537078032237,-0.26061271960690396,0.014459538574450337,0.04731060062334307,0.1290364583333333,31.433333333333334,-0.44028143926984836,0.0094136318415328,0.0229848496271689,26.61197596290318,0.8909090909090909,10,0.9299479166666667,1.453125,0.099609375
n11,control,n11.edf,EMG1-EMG2,5,2160.0,2190.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.0008852370360761859,6.636261619885747e-06,-6.77420339396899e-05,0.2620345140781109,0.10537686029747644,6.636282361498033e-06,-0.06729397856187884,-1.0763888888888906,1.7499980931997627,0.2764813713994183,17.75137240501056,0.790791071559619,1.3116936791013545,4.891839382383228e-12,0.0003606844748038,6.244521765484862e-11,0.0046042027902556,2.7408677564535286e-10,0.0202089310373397,1.320744533839035e-08,0.97380966810425,-0.014953273036156777,-0.03424087867384755,-0.014939359677995184,-0.05628192202094132,-0.06846924982379436,0.0926432291666666,23.9,-0.39641827087962894,0.004728031504574,0.0207524444450024,56.02938981038705,0.1219512195121951,1,0.996875,14.953125,0.09375
n11,control,n11.edf,EMG1-EMG2,8,6870.0,6900.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,0.0022483629771497225,1.4328423807700206e-05,-0.0002592632157245,3.6984559491368945,3.427988478156671,1.4328435057572534e-05,-0.3409284353517055,-2.312500000000003,0.1418496715955339,0.3717828876428071,105.13805298767046,0.7130495950280108,1.3643850943686495,3.4956525165732046e-10,0.0357579127259001,1.0117454731286858e-09,0.103494000497582,6.860164381168957e-10,0.0701743545916405,7.724828361537607e-09,0.7901922089361527,-0.12827916097401598,2.520801796613826,-0.13367961173888776,2.998030293346875,3.803488498669883,0.0502604166666666,8.266666666666667,0.3034004487912961,0.1309731978209675,0.0888066900661008,1.9624846430371143,0.1951219512195122,2,0.16510416666666666,4.953125,3.0
n11,control,n11.edf,EMG1-EMG2,12,10380.0,10410.0,SLEEP-S2,S2,ROC-LOC,none,15360.0,30.0,-0.0017019203622878753,6.860560732305405e-06,-7.616591380783787e-05,-0.2620345140781107,-0.10537686029747644,6.860575026690026e-06,0.0672939785618791,0.48611111111111044,1.4857661080833304,-0.2959215292047089,8.910374604811501,0.8101095999596525,1.318075893124904,1.1501457275137751e-10,0.0046173663010344,2.8108300055603096e-10,0.0112843367889267,6.155072743105322e-10,0.0247101082798134,2.3864168521909583e-08,0.958049096730246,0.014953273036156777,0.0342408786738478,0.014939359677995184,0.05628192202094149,0.040146455593355786,0.1146484375,27.966666666666665,-0.07531843822369226,0.0117784535546658,0.0257921106174488,5.35155902062124,0.2926829268292683,3,0.9584635416666667,2.951171875,0.1083984375
